t_ms,Env_diff_x,Env_diff_z,bdot_x_env_LP,bdot_z_env_LP,B_rog_x_env_LP,B_rog_z_env_LP
0.0,-0.01,-0.01,0.001,0.001,0.011,0.011
0.8,-0.018,-0.019,0.001,0.002,0.019,0.02
1.6,-0.02,-0.021,0.001,0.002,0.021,0.023
2.4,-0.02,-0.021,0.001,0.002,0.022,0.023
3.2,-0.02,-0.022,0.001,0.001,0.021,0.023
4.0,-0.02,-0.022,0.001,0.001,0.021,0.023
4.8,-0.02,-0.023,0.001,0.001,0.021,0.023
5.6,-0.019,-0.023,0.001,0.001,0.021,0.023
6.4,-0.019,-0.023,0.001,0.001,0.02,0.023
7.2,-0.02,-0.022,0.001,0.001,0.021,0.023
8.0,-0.02,-0.022,0.001,0.001,0.021,0.023
8.8,-0.02,-0.022,0.001,0.001,0.021,0.023
9.6,-0.02,-0.021,0.001,0.002,0.021,0.023
10.4,-0.02,-0.021,0.001,0.002,0.021,0.023
11.2,-0.02,-0.021,0.001,0.002,0.022,0.023
12.0,-0.02,-0.022,0.001,0.001,0.022,0.023
12.8,-0.021,-0.022,0.001,0.001,0.022,0.023
13.6,-0.021,-0.022,0.001,0.001,0.022,0.023
14.4,-0.021,-0.022,0.001,0.001,0.022,0.023
15.2,-0.021,-0.021,0.001,0.001,0.022,0.022
16.0,-0.021,-0.021,0.001,0.001,0.022,0.023
16.8,-0.02,-0.021,0.001,0.001,0.021,0.023
17.6,-0.02,-0.021,0.001,0.002,0.021,0.023
18.4,-0.02,-0.021,0.001,0.002,0.022,0.023
19.2,-0.021,-0.021,0.001,0.002,0.022,0.023
20.0,-0.021,-0.022,0.001,0.001,0.022,0.023
20.8,-0.021,-0.022,0.001,0.001,0.022,0.022
21.6,-0.021,-0.022,0.001,0.001,0.022,0.023
22.4,-0.021,-0.022,0.001,0.001,0.022,0.023
23.2,-0.021,-0.022,0.001,0.001,0.022,0.023
24.0,-0.021,-0.022,0.001,0.001,0.022,0.023
24.8,-0.02,-0.022,0.001,0.001,0.021,0.023
25.6,-0.02,-0.021,0.001,0.002,0.022,0.023
26.4,-0.02,-0.021,0.001,0.002,0.021,0.023
27.2,-0.016,-0.018,0.005,0.004,0.021,0.022
28.0,-0.015,-0.018,0.006,0.005,0.021,0.023
28.8,-0.015,-0.018,0.007,0.005,0.021,0.023
29.6,-0.019,-0.021,0.002,0.002,0.021,0.023
30.4,-0.02,-0.022,0.001,0.001,0.022,0.023
31.2,-0.02,-0.022,0.001,0.001,0.022,0.023
32.0,-0.02,-0.022,0.001,0.001,0.021,0.023
32.8,-0.02,-0.022,0.001,0.001,0.021,0.023
33.6,-0.02,-0.021,0.001,0.001,0.021,0.023
34.4,-0.02,-0.021,0.001,0.002,0.022,0.023
35.2,-0.02,-0.021,0.001,0.002,0.022,0.023
36.0,-0.02,-0.021,0.001,0.002,0.021,0.022
36.8,-0.02,-0.021,0.001,0.001,0.021,0.022
37.6,-0.02,-0.022,0.001,0.001,0.021,0.023
38.4,-0.02,-0.022,0.001,0.001,0.021,0.023
39.2,-0.019,-0.022,0.001,0.001,0.021,0.023
40.0,-0.019,-0.022,0.001,0.001,0.02,0.023
40.8,-0.019,-0.022,0.001,0.001,0.02,0.022
41.6,-0.019,-0.022,0.001,0.001,0.021,0.023
42.4,-0.02,-0.022,0.001,0.002,0.021,0.023
43.2,-0.019,-0.021,0.001,0.002,0.021,0.023
44.0,-0.02,-0.021,0.001,0.002,0.021,0.023
44.8,-0.017,-0.018,0.004,0.006,0.021,0.024
45.6,-0.29,-0.078,1.923,2.276,2.212,2.354
46.4,-0.638,-0.125,4.142,4.857,4.78,4.982
47.2,-0.889,-0.139,5.541,6.454,6.431,6.593
48.0,-0.891,-0.137,5.536,6.446,6.427,6.583
48.8,-0.889,-0.137,5.53,6.438,6.419,6.575
49.6,-0.884,-0.141,5.525,6.428,6.409,6.569
50.4,-0.885,-0.14,5.516,6.423,6.402,6.563
51.2,-0.885,-0.137,5.51,6.416,6.395,6.553
52.0,-0.878,-0.141,5.506,6.405,6.384,6.546
52.8,-0.88,-0.142,5.497,6.399,6.376,6.54
53.6,-0.883,-0.137,5.488,6.394,6.371,6.531
54.4,-0.879,-0.137,5.48,6.381,6.359,6.518
55.2,-0.86,-0.153,5.465,6.341,6.325,6.495
56.0,-0.758,-0.238,5.34,6.115,6.098,6.353
56.8,-0.544,-0.599,3.748,4.265,4.292,4.864
57.6,-0.516,-0.924,2.022,2.327,2.538,3.251
58.4,-0.743,-1.023,1.061,1.319,1.804,2.342
59.2,-0.946,-1.013,0.877,1.168,1.823,2.181
60.0,-1.06,-1.025,0.803,1.087,1.863,2.112
60.8,-1.101,-1.035,0.77,1.022,1.871,2.057
61.6,-1.105,-1.031,0.765,0.988,1.869,2.019
62.4,-1.08,-1.009,0.775,0.979,1.856,1.987
63.2,-1.07,-1.0,0.79,0.979,1.86,1.978
64.0,-1.065,-0.997,0.799,0.975,1.864,1.972
64.8,-1.061,-0.997,0.806,0.97,1.867,1.967
65.6,-1.059,-0.999,0.81,0.963,1.869,1.962
66.4,-1.06,-1.004,0.814,0.956,1.874,1.961
67.2,-1.063,-1.013,0.814,0.946,1.878,1.959
68.0,-1.069,-1.026,0.816,0.935,1.886,1.961
68.8,-1.084,-1.048,0.808,0.911,1.892,1.959
69.6,-1.077,-1.047,0.805,0.899,1.881,1.947
70.4,-1.047,-1.021,0.804,0.901,1.851,1.921
71.2,-1.03,-1.004,0.823,0.921,1.853,1.925
72.0,-1.025,-1.0,0.834,0.93,1.859,1.929
72.8,-1.027,-1.004,0.839,0.93,1.865,1.934
73.6,-1.035,-1.018,0.84,0.922,1.875,1.94
74.4,-1.042,-1.03,0.837,0.91,1.879,1.94
75.2,-1.043,-1.035,0.834,0.901,1.877,1.936
76.0,-1.042,-1.037,0.835,0.898,1.877,1.935
76.8,-1.055,-1.055,0.839,0.892,1.894,1.946
77.6,-1.051,-1.057,0.831,0.879,1.882,1.935
78.4,-1.036,-1.043,0.83,0.881,1.867,1.924
79.2,-1.012,-1.017,0.844,0.902,1.856,1.919
80.0,-1.003,-1.007,0.855,0.915,1.858,1.923
80.8,-1.001,-1.005,0.861,0.922,1.862,1.927
81.6,-1.0,-1.005,0.866,0.926,1.866,1.931
82.4,-1.0,-1.007,0.868,0.926,1.869,1.934
83.2,-1.004,-1.013,0.871,0.926,1.875,1.939
84.0,-1.009,-1.02,0.871,0.922,1.879,1.941
84.8,-1.021,-1.036,0.873,0.916,1.894,1.952
85.6,-1.034,-1.054,0.861,0.895,1.895,1.949
