t_ms,Env_diff_x,Env_diff_z,bdot_x_env_LP,bdot_z_env_LP,B_rog_x_env_LP,B_rog_z_env_LP
0.0,-0.01,-0.01,0.0,0.0,0.01,0.011
0.8,-0.017,-0.019,0.001,0.001,0.018,0.02
1.6,-0.019,-0.022,0.001,0.001,0.02,0.023
2.4,-0.019,-0.022,0.001,0.001,0.02,0.023
3.2,-0.019,-0.022,0.001,0.001,0.02,0.023
4.0,-0.019,-0.022,0.001,0.001,0.02,0.023
4.8,-0.019,-0.022,0.001,0.001,0.02,0.023
5.6,-0.019,-0.022,0.001,0.001,0.02,0.023
6.4,-0.019,-0.022,0.001,0.001,0.02,0.023
7.2,-0.019,-0.022,0.001,0.001,0.02,0.023
8.0,-0.019,-0.022,0.001,0.001,0.02,0.023
8.8,-0.019,-0.022,0.001,0.001,0.019,0.023
9.6,-0.019,-0.022,0.001,0.001,0.02,0.023
10.4,-0.019,-0.021,0.001,0.001,0.02,0.023
11.2,-0.019,-0.021,0.001,0.001,0.02,0.023
12.0,-0.019,-0.021,0.001,0.001,0.02,0.022
12.8,-0.02,-0.022,0.001,0.001,0.021,0.023
13.6,-0.02,-0.022,0.001,0.001,0.021,0.023
14.4,-0.02,-0.022,0.001,0.001,0.02,0.023
15.2,-0.02,-0.022,0.001,0.001,0.02,0.023
16.0,-0.02,-0.022,0.001,0.001,0.021,0.023
16.8,-0.02,-0.022,0.001,0.001,0.021,0.023
17.6,-0.019,-0.021,0.001,0.001,0.02,0.022
18.4,-0.02,-0.021,0.001,0.001,0.021,0.023
19.2,-0.02,-0.021,0.001,0.001,0.021,0.022
20.0,-0.019,-0.021,0.001,0.001,0.02,0.022
20.8,-0.019,-0.022,0.001,0.001,0.02,0.023
21.6,-0.019,-0.022,0.001,0.001,0.02,0.023
22.4,-0.019,-0.022,0.001,0.001,0.02,0.023
23.2,-0.018,-0.021,0.002,0.002,0.02,0.023
24.0,-0.018,-0.021,0.002,0.002,0.02,0.023
24.8,-0.018,-0.022,0.002,0.002,0.02,0.024
25.6,-0.018,-0.022,0.001,0.001,0.02,0.023
26.4,-0.019,-0.021,0.001,0.001,0.02,0.023
27.2,-0.019,-0.021,0.001,0.001,0.02,0.022
28.0,-0.02,-0.021,0.001,0.001,0.02,0.023
28.8,-0.02,-0.022,0.001,0.001,0.02,0.023
29.6,-0.019,-0.022,0.001,0.001,0.02,0.023
30.4,-0.019,-0.022,0.001,0.001,0.02,0.023
31.2,-0.019,-0.022,0.001,0.001,0.02,0.023
32.0,-0.02,-0.022,0.001,0.001,0.021,0.023
32.8,-0.019,-0.022,0.001,0.001,0.02,0.023
33.6,-0.019,-0.022,0.001,0.001,0.02,0.023
34.4,-0.02,-0.022,0.001,0.001,0.02,0.023
35.2,-0.019,-0.022,0.001,0.001,0.02,0.023
36.0,-0.02,-0.021,0.001,0.001,0.021,0.023
36.8,-0.019,-0.021,0.001,0.001,0.02,0.023
37.6,-0.019,-0.021,0.001,0.001,0.02,0.022
38.4,-0.02,-0.022,0.001,0.001,0.02,0.023
39.2,-0.02,-0.022,0.001,0.001,0.021,0.023
40.0,-0.019,-0.022,0.001,0.001,0.02,0.023
40.8,-0.031,-0.029,0.18,0.225,0.212,0.254
41.6,-0.303,-0.145,2.3,2.665,2.603,2.81
42.4,-0.586,-0.261,4.466,5.137,5.053,5.398
43.2,-0.728,-0.305,5.418,6.183,6.145,6.489
44.0,-0.727,-0.305,5.412,6.179,6.139,6.483
44.8,-0.726,-0.304,5.408,6.175,6.134,6.479
45.6,-0.725,-0.305,5.402,6.169,6.127,6.473
46.4,-0.719,-0.305,5.396,6.158,6.115,6.463
47.2,-0.719,-0.302,5.389,6.151,6.108,6.453
48.0,-0.717,-0.308,5.38,6.139,6.097,6.447
48.8,-0.706,-0.309,5.373,6.124,6.079,6.433
49.6,-0.702,-0.314,5.359,6.107,6.061,6.421
50.4,-0.699,-0.313,5.352,6.099,6.051,6.412
51.2,-0.713,-0.299,5.347,6.107,6.06,6.406
52.0,-0.718,-0.292,5.336,6.102,6.055,6.394
52.8,-0.718,-0.276,5.294,6.057,6.012,6.334
53.6,-0.648,-0.19,4.757,5.43,5.405,5.62
54.4,-0.492,-0.085,3.694,4.198,4.187,4.283
55.2,-0.325,-0.013,2.697,3.039,3.021,3.052
56.0,-0.272,-0.026,2.55,2.865,2.822,2.891
56.8,-0.261,-0.008,2.538,2.854,2.799,2.862
57.6,-0.261,0.014,2.559,2.889,2.82,2.875
58.4,-0.261,0.033,2.597,2.942,2.858,2.91
59.2,-0.264,0.049,2.644,3.002,2.908,2.954
60.0,-0.265,0.061,2.695,3.066,2.96,3.005
60.8,-0.263,0.073,2.748,3.132,3.011,3.059
61.6,-0.265,0.084,2.799,3.198,3.064,3.114
62.4,-0.272,0.094,2.848,3.261,3.12,3.167
63.2,-0.282,0.102,2.893,3.319,3.175,3.217
64.0,-0.289,0.108,2.938,3.377,3.227,3.268
64.8,-0.295,0.113,2.984,3.43,3.279,3.318
65.6,-0.3,0.114,3.028,3.484,3.328,3.369
66.4,-0.307,0.114,3.071,3.535,3.378,3.42
67.2,-0.314,0.114,3.112,3.584,3.426,3.47
68.0,-0.323,0.116,3.151,3.632,3.474,3.516
68.8,-0.33,0.117,3.188,3.679,3.518,3.563
69.6,-0.339,0.117,3.225,3.723,3.564,3.606
70.4,-0.347,0.116,3.261,3.766,3.608,3.65
71.2,-0.354,0.114,3.297,3.807,3.651,3.693
72.0,-0.36,0.11,3.334,3.846,3.694,3.736
72.8,-0.366,0.106,3.37,3.884,3.736,3.778
73.6,-0.374,0.102,3.405,3.922,3.779,3.82
74.4,-0.381,0.101,3.437,3.96,3.818,3.859
75.2,-0.387,0.097,3.47,3.997,3.857,3.9
76.0,-0.394,0.094,3.501,4.033,3.895,3.939
76.8,-0.4,0.089,3.532,4.068,3.933,3.978
77.6,-0.405,0.083,3.566,4.1,3.972,4.017
78.4,-0.413,0.08,3.597,4.135,4.01,4.055
79.2,-0.416,0.07,3.627,4.163,4.044,4.093
80.0,-0.42,0.062,3.668,4.199,4.088,4.137
80.8,-0.404,0.023,3.726,4.217,4.129,4.194
81.6,-0.393,-0.023,3.812,4.269,4.206,4.292
82.4,-0.391,-0.06,3.905,4.342,4.296,4.401
83.2,-0.401,-0.078,3.97,4.408,4.372,4.486
84.0,-0.412,-0.083,4.014,4.456,4.426,4.54
84.8,-0.424,-0.081,4.038,4.491,4.462,4.573
85.6,-0.435,-0.07,4.046,4.513,4.481,4.582
86.4,-0.441,-0.075,4.055,4.528,4.496,4.603
87.2,-0.444,-0.074,4.079,4.552,4.524,4.626
88.0,-0.452,-0.083,4.104,4.585,4.556,4.668
88.8,-0.455,-0.089,4.132,4.61,4.587,4.699
89.6,-0.468,-0.083,4.153,4.646,4.62,4.729
90.4,-0.471,-0.091,4.169,4.665,4.64,4.756
91.2,-0.479,-0.09,4.187,4.689,4.666,4.779
92.0,-0.482,-0.096,4.205,4.71,4.688,4.806
92.8,-0.489,-0.097,4.225,4.737,4.715,4.834
93.6,-0.495,-0.102,4.247,4.761,4.741,4.863
94.4,-0.5,-0.101,4.259,4.779,4.759,4.88
95.2,-0.506,-0.104,4.277,4.801,4.783,4.904
96.0,-0.51,-0.109,4.296,4.822,4.806,4.931
96.8,-0.514,-0.114,4.319,4.847,4.833,4.962
97.6,-0.521,-0.117,4.346,4.879,4.867,4.995
98.4,-0.522,-0.124,4.371,4.904,4.894,5.028
99.2,-0.523,-0.136,4.404,4.934,4.927,5.07
100.0,-0.529,-0.146,4.445,4.977,4.974,5.124
100.8,-0.541,-0.147,4.473,5.013,5.013,5.16
101.6,-0.546,-0.143,4.478,5.023,5.024,5.166
102.4,-0.552,-0.141,4.477,5.027,5.029,5.169
103.2,-0.557,-0.132,4.484,5.042,5.042,5.174
104.0,-0.555,-0.137,4.495,5.048,5.05,5.185
104.8,-0.557,-0.149,4.516,5.069,5.073,5.218
105.6,-0.562,-0.155,4.543,5.097,5.104,5.252
106.4,-0.568,-0.156,4.571,5.129,5.139,5.286
107.2,-0.574,-0.16,4.579,5.143,5.153,5.304
108.0,-0.578,-0.153,4.592,5.161,5.17,5.314
108.8,-0.577,-0.169,4.612,5.177,5.189,5.346
109.6,-0.588,-0.164,4.634,5.207,5.221,5.371
110.4,-0.59,-0.168,4.648,5.222,5.238,5.39
111.2,-0.593,-0.17,4.663,5.24,5.257,5.41
112.0,-0.596,-0.175,4.681,5.259,5.277,5.434
112.8,-0.6,-0.178,4.7,5.28,5.3,5.458
113.6,-0.603,-0.182,4.717,5.298,5.32,5.48
114.4,-0.605,-0.191,4.745,5.325,5.349,5.516
115.2,-0.604,-0.206,4.771,5.349,5.375,5.555
116.0,-0.603,-0.218,4.823,5.399,5.426,5.617
116.8,-0.608,-0.239,4.874,5.45,5.482,5.689
117.6,-0.628,-0.234,4.927,5.52,5.555,5.754
118.4,-0.639,-0.232,4.955,5.557,5.594,5.789
119.2,-0.655,-0.221,4.964,5.579,5.619,5.801
120.0,-0.656,-0.221,4.96,5.576,5.616,5.797
120.8,-0.655,-0.221,4.959,5.575,5.615,5.795
121.6,-0.652,-0.23,4.969,5.58,5.621,5.811
122.4,-0.652,-0.242,5.0,5.61,5.653,5.852
123.2,-0.654,-0.257,5.041,5.649,5.695,5.906
124.0,-0.664,-0.259,5.084,5.699,5.748,5.958
124.8,-0.678,-0.258,5.125,5.75,5.802,6.008
125.6,-0.69,-0.255,5.161,5.795,5.851,6.049
126.4,-0.697,-0.26,5.187,5.825,5.884,6.084
127.2,-0.705,-0.262,5.208,5.849,5.912,6.112
128.0,-0.708,-0.263,5.227,5.871,5.935,6.134
128.8,-0.721,-0.253,5.246,5.901,5.967,6.154
129.6,-0.722,-0.262,5.257,5.909,5.979,6.171
130.4,-0.718,-0.264,5.261,5.907,5.978,6.171
131.2,-0.714,-0.274,5.266,5.907,5.98,6.181
132.0,-0.704,-0.281,5.266,5.898,5.97,6.179
132.8,-0.692,-0.295,5.261,5.881,5.953,6.176
133.6,-0.685,-0.297,5.262,5.878,5.947,6.175
134.4,-0.7,-0.287,5.277,5.906,5.977,6.193
135.2,-0.719,-0.271,5.29,5.937,6.008,6.208
136.0,-0.732,-0.265,5.292,5.948,6.024,6.214
136.8,-0.729,-0.269,5.291,5.944,6.02,6.213
137.6,-0.724,-0.268,5.292,5.941,6.016,6.209
138.4,-0.722,-0.274,5.287,5.932,6.009,6.206
139.2,-0.711,-0.281,5.289,5.926,6.0,6.207
140.0,-0.715,-0.277,5.288,5.928,6.003,6.205
140.8,-0.715,-0.284,5.288,5.925,6.003,6.209
141.6,-0.628,-0.247,4.605,5.216,5.232,5.462
142.4,-0.522,-0.212,3.733,4.319,4.255,4.53
143.2,-0.46,-0.191,3.217,3.779,3.677,3.97
144.0,-0.499,-0.171,3.278,3.853,3.778,4.023
144.8,-0.417,-0.178,2.942,3.482,3.359,3.659
145.6,-0.398,-0.192,2.925,3.504,3.323,3.696
146.4,-0.426,-0.201,3.12,3.675,3.547,3.876
147.2,-0.447,-0.203,3.251,3.794,3.698,3.997
148.0,-0.488,-0.217,3.49,4.126,3.978,4.343
148.8,-0.467,-0.214,3.399,4.0,3.866,4.214
149.6,-0.52,-0.211,3.627,4.25,4.147,4.461
150.4,-0.552,-0.21,3.753,4.423,4.305,4.633
151.2,-0.55,-0.206,3.705,4.367,4.254,4.573
152.0,-0.527,-0.214,3.653,4.311,4.18,4.524
152.8,-0.465,-0.213,3.407,4.03,3.872,4.243
153.6,-0.446,-0.199,3.238,3.799,3.684,3.998
154.4,-0.389,-0.195,2.971,3.506,3.36,3.701
155.2,-0.364,-0.204,2.864,3.401,3.228,3.605
156.0,-0.388,-0.211,3.051,3.648,3.439,3.859
156.8,-0.405,-0.224,3.211,3.841,3.617,4.066
157.6,-0.445,-0.217,3.354,4.001,3.799,4.218
158.4,-0.413,-0.206,3.088,3.699,3.501,3.905
159.2,-0.376,-0.207,2.946,3.574,3.323,3.782
160.0,-0.402,-0.192,3.005,3.63,3.407,3.822
160.8,-0.448,-0.198,3.246,3.862,3.693,4.061
161.6,-0.494,-0.214,3.522,4.175,4.016,4.389
162.4,-0.461,-0.208,3.315,3.95,3.776,4.158
163.2,-0.452,-0.214,3.321,3.961,3.774,4.175
164.0,-0.51,-0.198,3.521,4.198,4.032,4.396
164.8,-0.529,-0.208,3.581,4.234,4.11,4.443
165.6,-0.491,-0.193,3.333,3.901,3.825,4.095
166.4,-0.433,-0.199,3.104,3.662,3.537,3.86
167.2,-0.44,-0.205,3.234,3.819,3.675,4.024
168.0,-0.454,-0.189,3.201,3.784,3.655,3.973
168.8,-0.515,-0.177,3.409,3.987,3.923,4.165
169.6,-0.59,-0.192,3.772,4.408,4.362,4.6
170.4,-0.545,-0.208,3.652,4.314,4.196,4.522
171.2,-0.522,-0.237,3.712,4.437,4.234,4.674
172.0,-0.527,-0.22,3.667,4.35,4.194,4.57
172.8,-0.53,-0.214,3.689,4.368,4.219,4.581
173.6,-0.54,-0.2,3.64,4.309,4.179,4.51
174.4,-0.582,-0.193,3.761,4.408,4.343,4.601
175.2,-0.41,-0.108,2.505,2.901,2.915,3.009
176.0,-0.186,-0.024,1.01,1.138,1.196,1.163
176.8,-0.022,-0.009,0.164,0.184,0.186,0.193
