t_ms,Env_diff_x,Env_diff_z,bdot_x_env_LP,bdot_z_env_LP,B_rog_x_env_LP,B_rog_z_env_LP
69.6,-1.021,-1.082,0.612,0.595,1.632,1.677
70.4,-1.022,-1.083,0.613,0.596,1.636,1.679
71.2,-1.037,-1.097,0.615,0.596,1.652,1.692
72.0,-1.034,-1.094,0.611,0.593,1.645,1.686
72.8,-1.017,-1.081,0.609,0.592,1.627,1.673
73.6,-1.004,-1.07,0.621,0.605,1.625,1.675
74.4,-1.001,-1.068,0.629,0.613,1.63,1.682
75.2,-1.0,-1.067,0.634,0.619,1.633,1.685
76.0,-1.0,-1.069,0.638,0.622,1.638,1.691
76.8,-1.003,-1.072,0.641,0.624,1.644,1.696
77.6,-1.009,-1.077,0.642,0.625,1.652,1.702
78.4,-1.017,-1.082,0.643,0.626,1.66,1.707
79.2,-1.034,-1.096,0.646,0.626,1.68,1.723
80.0,-1.039,-1.1,0.636,0.617,1.675,1.717
80.8,-1.03,-1.093,0.633,0.614,1.663,1.708
81.6,-1.003,-1.072,0.638,0.622,1.641,1.694
82.4,-0.995,-1.066,0.65,0.636,1.645,1.701
83.2,-0.998,-1.068,0.658,0.643,1.656,1.712
84.0,-1.006,-1.075,0.662,0.646,1.668,1.721
84.8,-1.016,-1.084,0.661,0.644,1.677,1.728
85.6,-1.023,-1.09,0.659,0.641,1.682,1.731
86.4,-1.024,-1.092,0.657,0.638,1.681,1.73
87.2,-1.027,-1.093,0.659,0.641,1.686,1.734
88.0,-1.041,-1.104,0.658,0.638,1.698,1.742
88.8,-1.037,-1.101,0.654,0.635,1.691,1.736
89.6,-1.016,-1.085,0.652,0.635,1.668,1.72
90.4,-1.005,-1.075,0.665,0.65,1.67,1.725
91.2,-1.003,-1.072,0.673,0.659,1.675,1.73
92.0,-1.001,-1.071,0.677,0.663,1.678,1.734
92.8,-1.003,-1.073,0.68,0.666,1.683,1.739
93.6,-1.006,-1.077,0.682,0.668,1.689,1.744
94.4,-1.012,-1.083,0.683,0.666,1.695,1.749
95.2,-1.02,-1.089,0.682,0.665,1.702,1.754
96.0,-1.04,-1.105,0.684,0.664,1.724,1.769
96.8,-1.041,-1.107,0.673,0.652,1.714,1.76
97.6,-1.028,-1.094,0.669,0.651,1.697,1.746
98.4,-1.005,-1.074,0.678,0.665,1.683,1.738
99.2,-0.998,-1.067,0.688,0.677,1.686,1.745
100.0,-1.0,-1.069,0.695,0.684,1.695,1.753
100.8,-1.008,-1.076,0.698,0.686,1.707,1.762
101.6,-1.018,-1.087,0.697,0.681,1.715,1.768
102.4,-1.025,-1.094,0.694,0.677,1.719,1.771
103.2,-1.026,-1.093,0.692,0.675,1.717,1.769
104.0,-1.032,-1.099,0.694,0.677,1.727,1.775
104.8,-1.043,-1.108,0.689,0.669,1.732,1.777
105.6,-1.039,-1.104,0.685,0.667,1.724,1.771
106.4,-1.015,-1.084,0.685,0.671,1.7,1.755
107.2,-1.006,-1.074,0.698,0.687,1.704,1.761
108.0,-1.003,-1.071,0.705,0.696,1.709,1.767
108.8,-1.002,-1.068,0.709,0.701,1.711,1.769
109.6,-1.005,-1.071,0.712,0.703,1.716,1.775
110.4,-1.009,-1.075,0.713,0.704,1.722,1.778
111.2,-1.016,-1.082,0.713,0.701,1.729,1.783
112.0,-1.023,-1.09,0.711,0.698,1.734,1.788
112.8,-1.044,-1.11,0.71,0.692,1.754,1.801
113.6,-1.043,-1.109,0.7,0.682,1.743,1.791
114.4,-1.025,-1.093,0.695,0.681,1.719,1.774
115.2,-1.003,-1.071,0.707,0.7,1.71,1.771
116.0,-0.995,-1.061,0.718,0.715,1.714,1.776
116.8,-0.999,-1.065,0.725,0.721,1.725,1.786
117.6,-1.011,-1.074,0.727,0.72,1.737,1.794
118.4,-1.022,-1.086,0.723,0.713,1.745,1.798
119.2,-1.028,-1.09,0.719,0.707,1.746,1.798
120.0,-1.028,-1.093,0.717,0.704,1.745,1.797
120.8,-1.038,-1.102,0.72,0.706,1.758,1.808
121.6,-1.043,-1.109,0.712,0.695,1.756,1.804
122.4,-1.037,-1.102,0.71,0.695,1.747,1.797
123.2,-1.013,-1.078,0.713,0.705,1.726,1.783
124.0,-1.006,-1.068,0.723,0.72,1.729,1.788
124.8,-1.003,-1.065,0.73,0.729,1.733,1.793
125.6,-1.001,-1.063,0.734,0.734,1.735,1.796
126.4,-1.004,-1.065,0.736,0.735,1.741,1.801
127.2,-1.01,-1.07,0.737,0.735,1.747,1.805
128.0,-1.017,-1.078,0.737,0.731,1.754,1.809
128.8,-1.025,-1.087,0.735,0.726,1.76,1.813
129.6,-1.046,-1.108,0.73,0.715,1.776,1.823
130.4,-1.044,-1.107,0.721,0.706,1.765,1.813
131.2,-1.021,-1.084,0.717,0.709,1.737,1.793
132.0,-1.002,-1.062,0.731,0.732,1.734,1.794
132.8,-0.997,-1.054,0.742,0.747,1.739,1.801
133.6,-1.002,-1.058,0.746,0.75,1.749,1.809
134.4,-1.014,-1.071,0.747,0.747,1.761,1.818
135.2,-1.023,-1.081,0.743,0.739,1.766,1.82
136.0,-1.026,-1.087,0.739,0.732,1.765,1.819
136.8,-1.027,-1.088,0.738,0.731,1.766,1.819
137.6,-1.041,-1.101,0.742,0.73,1.783,1.832
138.4,-1.044,-1.106,0.732,0.719,1.776,1.824
139.2,-1.035,-1.096,0.728,0.718,1.763,1.815
140.0,-1.011,-1.07,0.735,0.735,1.746,1.805
140.8,-1.003,-1.06,0.745,0.75,1.748,1.809
141.6,-1.001,-1.057,0.751,0.757,1.752,1.814
142.4,-1.001,-1.056,0.754,0.761,1.755,1.817
143.2,-1.003,-1.058,0.756,0.762,1.759,1.82
144.0,-1.009,-1.065,0.757,0.761,1.766,1.826
144.8,-1.017,-1.073,0.755,0.756,1.772,1.829
145.6,-0.952,-1.026,0.73,0.722,1.682,1.748
146.4,-0.96,-1.01,0.757,0.733,1.717,1.743
147.2,-0.952,-0.982,0.765,0.732,1.717,1.714
148.0,-1.022,-1.029,0.769,0.729,1.791,1.758
148.8,-1.027,-1.034,0.764,0.725,1.79,1.759
149.6,-0.992,-1.01,0.754,0.717,1.746,1.728
150.4,-0.995,-1.021,0.765,0.727,1.759,1.748
151.2,-1.031,-1.048,0.768,0.733,1.799,1.78
152.0,-1.064,-1.077,0.765,0.728,1.829,1.805
152.8,-1.057,-1.074,0.751,0.71,1.808,1.784
153.6,-1.039,-1.059,0.755,0.716,1.794,1.775
154.4,-1.038,-1.048,0.757,0.725,1.795,1.773
155.2,-1.045,-1.05,0.766,0.727,1.811,1.777
156.0,-1.019,-1.033,0.758,0.715,1.777,1.748
156.8,-0.971,-0.997,0.763,0.729,1.735,1.726
157.6,-0.971,-1.0,0.765,0.732,1.736,1.733
158.4,-1.04,-1.037,0.793,0.764,1.834,1.8
159.2,-1.038,-1.04,0.768,0.73,1.806,1.771
160.0,-1.037,-1.045,0.768,0.727,1.805,1.772
160.8,-1.006,-1.035,0.757,0.712,1.762,1.747
161.6,-0.988,-1.022,0.762,0.713,1.75,1.735
162.4,-1.001,-1.033,0.771,0.725,1.773,1.758
163.2,-1.021,-1.046,0.769,0.728,1.791,1.773
164.0,-1.047,-1.059,0.769,0.734,1.816,1.792
164.8,-1.025,-1.039,0.761,0.732,1.786,1.771
165.6,-1.039,-1.053,0.767,0.741,1.806,1.794
166.4,-1.065,-1.063,0.771,0.745,1.837,1.809
167.2,-1.071,-1.073,0.763,0.731,1.834,1.804
168.0,-1.046,-1.063,0.764,0.723,1.81,1.786
168.8,-1.002,-1.033,0.76,0.716,1.762,1.749
169.6,-1.005,-1.032,0.777,0.736,1.781,1.769
170.4,-1.022,-1.045,0.775,0.742,1.797,1.787
171.2,-1.037,-1.054,0.77,0.74,1.807,1.794
172.0,-1.014,-1.034,0.767,0.737,1.781,1.771
172.8,-1.0,-1.027,0.777,0.741,1.777,1.769
173.6,-1.024,-1.046,0.782,0.746,1.805,1.791
174.4,-1.006,-1.036,0.775,0.74,1.78,1.777
175.2,-1.0,-1.026,0.773,0.744,1.773,1.77
176.0,-0.986,-1.015,0.781,0.75,1.767,1.765
176.8,-0.976,-1.004,0.783,0.748,1.758,1.753
177.6,-0.943,-0.98,0.786,0.748,1.728,1.728
178.4,-0.939,-0.968,0.783,0.753,1.722,1.721
179.2,-0.806,-0.816,0.675,0.658,1.48,1.475
180.0,-0.434,-0.432,0.358,0.353,0.792,0.785
180.8,-0.054,-0.06,0.036,0.033,0.09,0.092
181.6,-0.019,-0.022,0.001,0.001,0.02,0.023
182.4,-0.019,-0.022,0.001,0.001,0.02,0.023
183.2,-0.019,-0.022,0.001,0.001,0.02,0.023
184.0,-0.019,-0.022,0.001,0.001,0.02,0.023
184.8,-0.019,-0.022,0.001,0.001,0.02,0.023
185.6,-0.019,-0.021,0.001,0.001,0.02,0.023
186.4,-0.019,-0.02,0.001,0.002,0.02,0.022
187.2,-0.018,-0.02,0.002,0.002,0.02,0.023
188.0,-0.018,-0.021,0.001,0.002,0.02,0.023
188.8,-0.019,-0.021,0.001,0.002,0.02,0.023
189.6,-0.019,-0.022,0.001,0.002,0.02,0.024
190.4,-0.019,-0.022,0.001,0.001,0.02,0.023
191.2,-0.02,-0.022,0.001,0.001,0.021,0.023
192.0,-0.019,-0.021,0.001,0.001,0.02,0.023
192.8,-0.019,-0.022,0.001,0.001,0.02,0.023
193.6,-0.019,-0.022,0.001,0.001,0.02,0.023
194.4,-0.019,-0.021,0.001,0.002,0.02,0.023
195.2,-0.019,-0.021,0.001,0.002,0.02,0.023
196.0,-0.019,-0.02,0.001,0.002,0.02,0.023
196.8,-0.019,-0.021,0.001,0.002,0.02,0.023
197.6,-0.019,-0.022,0.001,0.002,0.02,0.023
198.4,-0.019,-0.022,0.001,0.001,0.02,0.023
199.2,-0.017,-0.02,0.001,0.001,0.018,0.021
