t_ms,Env_diff_x,Env_diff_z,bdot_x_env_LP,bdot_z_env_LP,B_rog_x_env_LP,B_rog_z_env_LP
102.4,-0.645,-0.607,0.911,0.969,1.556,1.576
103.2,-0.646,-0.609,0.916,0.973,1.562,1.582
104.0,-0.649,-0.608,0.918,0.975,1.567,1.584
104.8,-0.651,-0.609,0.922,0.978,1.573,1.587
105.6,-0.656,-0.612,0.932,0.985,1.588,1.597
106.4,-0.654,-0.611,0.928,0.982,1.583,1.594
107.2,-0.648,-0.609,0.916,0.972,1.564,1.581
108.0,-0.641,-0.605,0.909,0.967,1.55,1.572
108.8,-0.638,-0.602,0.909,0.969,1.547,1.571
109.6,-0.639,-0.602,0.914,0.973,1.552,1.575
110.4,-0.642,-0.602,0.921,0.98,1.564,1.582
111.2,-0.645,-0.604,0.926,0.984,1.571,1.588
112.0,-0.647,-0.606,0.927,0.984,1.575,1.589
112.8,-0.647,-0.605,0.928,0.985,1.576,1.59
113.6,-0.65,-0.608,0.935,0.99,1.585,1.599
114.4,-0.651,-0.608,0.935,0.99,1.587,1.598
115.2,-0.647,-0.605,0.929,0.986,1.576,1.591
116.0,-0.638,-0.599,0.917,0.977,1.555,1.576
116.8,-0.635,-0.597,0.915,0.977,1.551,1.573
117.6,-0.634,-0.597,0.919,0.98,1.553,1.577
118.4,-0.635,-0.597,0.923,0.983,1.558,1.58
119.2,-0.638,-0.597,0.928,0.987,1.566,1.584
120.0,-0.64,-0.598,0.932,0.991,1.572,1.588
120.8,-0.641,-0.6,0.935,0.993,1.576,1.593
121.6,-0.643,-0.603,0.938,0.996,1.581,1.599
122.4,-0.65,-0.603,0.946,1.001,1.595,1.604
123.2,-0.649,-0.603,0.942,0.997,1.591,1.6
124.0,-0.64,-0.598,0.929,0.988,1.568,1.586
124.8,-0.634,-0.596,0.923,0.984,1.557,1.58
125.6,-0.632,-0.594,0.924,0.985,1.556,1.579
126.4,-0.633,-0.594,0.928,0.99,1.561,1.583
127.2,-0.636,-0.594,0.936,0.997,1.572,1.591
128.0,-0.638,-0.597,0.94,0.999,1.578,1.596
128.8,-0.64,-0.598,0.941,0.999,1.581,1.596
129.6,-0.64,-0.597,0.942,1.0,1.582,1.597
130.4,-0.645,-0.599,0.95,1.006,1.595,1.605
131.2,-0.644,-0.6,0.948,1.004,1.592,1.604
132.0,-0.64,-0.595,0.941,0.999,1.581,1.595
132.8,-0.633,-0.591,0.929,0.99,1.562,1.581
133.6,-0.629,-0.589,0.928,0.991,1.557,1.58
134.4,-0.629,-0.588,0.931,0.994,1.56,1.582
135.2,-0.629,-0.589,0.935,0.997,1.564,1.586
136.0,-0.631,-0.59,0.94,1.0,1.571,1.59
136.8,-0.634,-0.592,0.944,1.003,1.578,1.595
137.6,-0.636,-0.592,0.947,1.006,1.582,1.598
138.4,-0.64,-0.595,0.952,1.009,1.592,1.604
139.2,-0.643,-0.597,0.957,1.013,1.599,1.609
140.0,-0.641,-0.597,0.951,1.007,1.591,1.604
140.8,-0.633,-0.591,0.935,0.997,1.568,1.587
141.6,-0.627,-0.588,0.932,0.995,1.559,1.583
142.4,-0.624,-0.585,0.935,0.999,1.559,1.584
143.2,-0.627,-0.586,0.94,1.003,1.566,1.588
144.0,-0.631,-0.587,0.947,1.008,1.578,1.596
144.8,-0.634,-0.59,0.95,1.01,1.584,1.599
145.6,-0.571,-0.558,0.891,0.945,1.461,1.503
146.4,-0.538,-0.508,0.877,0.915,1.415,1.423
147.2,-0.511,-0.465,0.866,0.891,1.378,1.355
148.0,-0.565,-0.479,0.921,0.942,1.486,1.421
148.8,-0.567,-0.486,0.922,0.946,1.489,1.432
149.6,-0.553,-0.484,0.911,0.94,1.465,1.424
150.4,-0.55,-0.488,0.913,0.941,1.464,1.43
151.2,-0.566,-0.489,0.925,0.948,1.491,1.436
152.0,-0.57,-0.495,0.924,0.95,1.494,1.446
152.8,-0.575,-0.491,0.922,0.938,1.497,1.429
153.6,-0.574,-0.488,0.919,0.944,1.493,1.432
154.4,-0.571,-0.488,0.92,0.944,1.491,1.432
155.2,-0.571,-0.49,0.92,0.949,1.491,1.439
156.0,-0.573,-0.5,0.922,0.947,1.494,1.447
156.8,-0.574,-0.499,0.92,0.952,1.494,1.45
157.6,-0.574,-0.496,0.922,0.955,1.496,1.451
158.4,-0.571,-0.496,0.922,0.958,1.493,1.454
159.2,-0.572,-0.504,0.922,0.959,1.495,1.463
160.0,-0.574,-0.506,0.922,0.96,1.496,1.466
160.8,-0.575,-0.503,0.917,0.957,1.492,1.46
161.6,-0.572,-0.499,0.92,0.951,1.492,1.45
162.4,-0.571,-0.492,0.921,0.949,1.492,1.441
163.2,-0.571,-0.491,0.923,0.95,1.494,1.441
164.0,-0.573,-0.49,0.924,0.954,1.497,1.444
164.8,-0.575,-0.492,0.926,0.953,1.501,1.446
165.6,-0.573,-0.496,0.928,0.955,1.502,1.451
166.4,-0.576,-0.491,0.928,0.948,1.504,1.439
167.2,-0.559,-0.484,0.919,0.937,1.478,1.421
168.0,-0.554,-0.482,0.919,0.942,1.472,1.424
168.8,-0.562,-0.481,0.928,0.958,1.49,1.439
169.6,-0.568,-0.486,0.932,0.958,1.499,1.444
170.4,-0.566,-0.489,0.928,0.961,1.495,1.45
171.2,-0.566,-0.492,0.927,0.958,1.493,1.45
172.0,-0.57,-0.491,0.924,0.958,1.494,1.449
172.8,-0.568,-0.487,0.927,0.956,1.495,1.443
173.6,-0.567,-0.484,0.927,0.956,1.494,1.44
174.4,-0.565,-0.488,0.928,0.96,1.493,1.448
175.2,-0.568,-0.492,0.929,0.965,1.497,1.457
176.0,-0.57,-0.489,0.93,0.962,1.5,1.45
176.8,-0.573,-0.487,0.929,0.959,1.502,1.446
177.6,-0.576,-0.484,0.931,0.953,1.507,1.437
178.4,-0.577,-0.479,0.932,0.952,1.509,1.431
179.2,-0.509,-0.418,0.816,0.842,1.325,1.26
180.0,-0.285,-0.235,0.443,0.457,0.728,0.692
180.8,-0.064,-0.057,0.079,0.083,0.143,0.14
181.6,-0.019,-0.022,0.001,0.002,0.021,0.023
182.4,-0.019,-0.022,0.001,0.001,0.021,0.023
183.2,-0.019,-0.022,0.001,0.001,0.02,0.023
184.0,-0.019,-0.022,0.001,0.001,0.02,0.023
184.8,-0.019,-0.021,0.001,0.001,0.02,0.022
185.6,-0.019,-0.021,0.001,0.001,0.02,0.022
186.4,-0.019,-0.021,0.001,0.001,0.02,0.023
187.2,-0.019,-0.022,0.001,0.001,0.02,0.023
188.0,-0.019,-0.022,0.001,0.002,0.02,0.024
188.8,-0.019,-0.021,0.001,0.002,0.02,0.023
189.6,-0.019,-0.021,0.001,0.002,0.02,0.023
190.4,-0.019,-0.022,0.001,0.001,0.021,0.023
191.2,-0.02,-0.022,0.001,0.001,0.021,0.023
192.0,-0.02,-0.022,0.001,0.001,0.021,0.022
192.8,-0.02,-0.021,0.001,0.001,0.021,0.022
193.6,-0.019,-0.021,0.001,0.001,0.02,0.022
194.4,-0.019,-0.022,0.001,0.001,0.02,0.023
195.2,-0.019,-0.022,0.001,0.001,0.02,0.023
196.0,-0.019,-0.022,0.001,0.001,0.02,0.023
196.8,-0.019,-0.021,0.001,0.002,0.02,0.023
197.6,-0.019,-0.021,0.001,0.002,0.02,0.023
198.4,-0.019,-0.021,0.001,0.002,0.02,0.023
199.2,-0.017,-0.02,0.001,0.001,0.018,0.021
