t_ms,Env_diff_x,Env_diff_z,bdot_x_env_LP,bdot_z_env_LP,B_rog_x_env_LP,B_rog_z_env_LP
0.0,-0.01,-0.011,0.001,0.001,0.01,0.012
0.8,-0.017,-0.019,0.001,0.002,0.019,0.021
1.6,-0.019,-0.021,0.001,0.002,0.021,0.023
2.4,-0.019,-0.022,0.001,0.002,0.021,0.023
3.2,-0.019,-0.022,0.001,0.001,0.021,0.024
4.0,-0.02,-0.023,0.001,0.001,0.021,0.024
4.8,-0.02,-0.022,0.001,0.001,0.021,0.023
5.6,-0.02,-0.022,0.001,0.001,0.021,0.023
6.4,-0.019,-0.022,0.001,0.001,0.02,0.023
7.2,-0.02,-0.022,0.001,0.001,0.021,0.023
8.0,-0.02,-0.022,0.001,0.001,0.021,0.023
8.8,-0.02,-0.022,0.001,0.002,0.021,0.023
9.6,-0.02,-0.022,0.001,0.002,0.021,0.023
10.4,-0.02,-0.022,0.001,0.002,0.021,0.024
11.2,-0.02,-0.022,0.001,0.001,0.021,0.023
12.0,-0.02,-0.022,0.001,0.001,0.021,0.023
12.8,-0.02,-0.022,0.001,0.001,0.021,0.023
13.6,-0.02,-0.022,0.001,0.001,0.021,0.023
14.4,-0.02,-0.022,0.001,0.001,0.021,0.023
15.2,-0.02,-0.022,0.001,0.001,0.021,0.023
16.0,-0.02,-0.022,0.001,0.001,0.021,0.023
16.8,-0.02,-0.022,0.001,0.001,0.021,0.023
17.6,-0.02,-0.021,0.001,0.002,0.021,0.023
18.4,-0.02,-0.021,0.001,0.002,0.021,0.023
19.2,-0.021,-0.021,0.001,0.002,0.022,0.023
20.0,-0.021,-0.022,0.001,0.001,0.022,0.023
20.8,-0.021,-0.022,0.001,0.001,0.022,0.023
21.6,-0.02,-0.022,0.001,0.001,0.021,0.023
22.4,-0.019,-0.022,0.001,0.001,0.021,0.023
23.2,-0.02,-0.021,0.001,0.001,0.021,0.023
24.0,-0.02,-0.021,0.001,0.002,0.021,0.023
24.8,-0.02,-0.021,0.001,0.001,0.021,0.023
25.6,-0.02,-0.021,0.001,0.002,0.021,0.023
26.4,-0.019,-0.021,0.001,0.002,0.02,0.023
27.2,-0.019,-0.022,0.001,0.002,0.021,0.024
28.0,-0.019,-0.022,0.002,0.002,0.021,0.024
28.8,-0.019,-0.021,0.003,0.002,0.021,0.023
29.6,-0.02,-0.022,0.002,0.001,0.021,0.023
30.4,-0.02,-0.022,0.001,0.001,0.021,0.023
31.2,-0.02,-0.022,0.001,0.001,0.021,0.023
32.0,-0.02,-0.022,0.001,0.001,0.021,0.023
32.8,-0.019,-0.022,0.001,0.001,0.02,0.023
33.6,-0.019,-0.022,0.001,0.001,0.02,0.023
34.4,-0.019,-0.021,0.001,0.002,0.02,0.023
35.2,-0.019,-0.021,0.001,0.002,0.02,0.023
36.0,-0.019,-0.022,0.001,0.002,0.021,0.023
36.8,-0.019,-0.022,0.001,0.001,0.021,0.023
37.6,-0.019,-0.022,0.001,0.001,0.02,0.023
38.4,-0.019,-0.022,0.001,0.001,0.021,0.023
39.2,-0.02,-0.022,0.001,0.001,0.021,0.023
40.0,-0.02,-0.022,0.001,0.001,0.021,0.023
40.8,-0.02,-0.022,0.001,0.001,0.021,0.023
41.6,-0.02,-0.022,0.001,0.001,0.021,0.023
42.4,-0.02,-0.021,0.001,0.002,0.021,0.023
43.2,-0.02,-0.021,0.001,0.002,0.021,0.023
44.0,-0.021,-0.022,0.001,0.002,0.022,0.023
44.8,-0.021,-0.022,0.001,0.001,0.022,0.023
45.6,-0.174,-0.064,1.137,1.356,1.311,1.42
46.4,-0.535,-0.104,3.331,3.926,3.866,4.03
47.2,-0.883,-0.136,5.389,6.328,6.273,6.464
48.0,-0.68,-0.438,4.089,4.793,4.768,5.231
48.8,-0.621,-0.795,2.216,2.619,2.837,3.414
49.6,-0.797,-1.009,0.777,0.955,1.574,1.964
50.4,-0.95,-1.035,0.652,0.794,1.603,1.828
51.2,-1.001,-1.054,0.615,0.709,1.615,1.762
52.0,-1.016,-1.062,0.604,0.66,1.619,1.722
52.8,-1.009,-1.056,0.602,0.634,1.611,1.69
53.6,-0.983,-1.038,0.605,0.62,1.588,1.657
54.4,-0.973,-1.031,0.619,0.623,1.592,1.654
55.2,-0.968,-1.029,0.628,0.624,1.597,1.653
56.0,-0.966,-1.026,0.634,0.627,1.6,1.653
56.8,-0.968,-1.029,0.639,0.628,1.607,1.657
57.6,-0.972,-1.032,0.642,0.63,1.615,1.662
58.4,-0.979,-1.037,0.644,0.631,1.623,1.668
59.2,-0.986,-1.042,0.645,0.631,1.631,1.673
60.0,-1.005,-1.058,0.645,0.629,1.651,1.688
60.8,-1.002,-1.056,0.639,0.623,1.641,1.679
61.6,-0.983,-1.039,0.636,0.623,1.619,1.662
62.4,-0.962,-1.021,0.65,0.639,1.612,1.66
63.2,-0.955,-1.016,0.662,0.652,1.617,1.668
64.0,-0.958,-1.019,0.671,0.66,1.629,1.679
64.8,-0.968,-1.027,0.676,0.664,1.644,1.691
65.6,-0.978,-1.035,0.675,0.664,1.653,1.698
66.4,-0.983,-1.039,0.674,0.662,1.657,1.701
67.2,-0.984,-1.04,0.674,0.661,1.657,1.701
68.0,-0.993,-1.047,0.679,0.665,1.672,1.713
68.8,-0.998,-1.05,0.674,0.661,1.672,1.711
69.6,-0.992,-1.045,0.674,0.662,1.666,1.707
70.4,-0.969,-1.027,0.679,0.669,1.647,1.695
71.2,-0.959,-1.018,0.691,0.683,1.65,1.701
72.0,-0.958,-1.018,0.7,0.692,1.658,1.71
72.8,-0.957,-1.018,0.706,0.698,1.663,1.716
73.6,-0.961,-1.021,0.709,0.702,1.671,1.723
74.4,-0.967,-1.025,0.712,0.704,1.678,1.73
75.2,-0.974,-1.032,0.713,0.704,1.687,1.736
76.0,-0.983,-1.04,0.713,0.703,1.696,1.743
76.8,-1.004,-1.056,0.71,0.697,1.714,1.753
77.6,-0.999,-1.054,0.704,0.692,1.704,1.746
78.4,-0.976,-1.035,0.702,0.693,1.677,1.728
79.2,-0.959,-1.021,0.717,0.712,1.676,1.732
80.0,-0.955,-1.016,0.73,0.725,1.685,1.741
80.8,-0.96,-1.021,0.736,0.731,1.696,1.751
81.6,-0.972,-1.031,0.739,0.732,1.711,1.763
82.4,-0.982,-1.04,0.736,0.727,1.718,1.767
83.2,-0.988,-1.045,0.733,0.724,1.721,1.768
84.0,-0.989,-1.046,0.733,0.723,1.722,1.77
84.8,-1.001,-1.055,0.738,0.728,1.739,1.783
85.6,-1.002,-1.057,0.731,0.719,1.733,1.776
86.4,-0.993,-1.048,0.729,0.72,1.723,1.768
87.2,-0.97,-1.028,0.738,0.733,1.708,1.762
88.0,-0.962,-1.021,0.749,0.747,1.711,1.768
88.8,-0.962,-1.02,0.757,0.756,1.719,1.776
89.6,-0.962,-1.02,0.762,0.761,1.724,1.782
90.4,-0.966,-1.022,0.765,0.763,1.73,1.786
91.2,-0.971,-1.027,0.766,0.764,1.737,1.791
92.0,-0.98,-1.035,0.766,0.762,1.746,1.797
92.8,-0.991,-1.046,0.767,0.76,1.758,1.806
93.6,-1.007,-1.06,0.759,0.749,1.766,1.809
94.4,-1.003,-1.056,0.754,0.745,1.756,1.801
95.2,-0.976,-1.033,0.752,0.749,1.728,1.782
96.0,-0.962,-1.018,0.769,0.771,1.731,1.79
96.8,-0.959,-1.013,0.78,0.786,1.739,1.799
97.6,-0.965,-1.018,0.786,0.79,1.75,1.808
98.4,-0.977,-1.031,0.787,0.788,1.764,1.819
99.2,-0.985,-1.042,0.783,0.78,1.768,1.821
100.0,-0.99,-1.045,0.779,0.775,1.769,1.82
100.8,-0.992,-1.048,0.78,0.774,1.772,1.823
101.6,-1.008,-1.06,0.782,0.774,1.789,1.834
102.4,-1.005,-1.06,0.774,0.766,1.779,1.826
103.2,-0.992,-1.046,0.772,0.768,1.764,1.815
104.0,-0.971,-1.023,0.783,0.789,1.754,1.812
104.8,-0.964,-1.014,0.795,0.804,1.758,1.818
105.6,-0.963,-1.012,0.801,0.812,1.764,1.824
106.4,-0.965,-1.012,0.805,0.817,1.77,1.829
107.2,-0.967,-1.016,0.807,0.817,1.774,1.833
108.0,-0.975,-1.024,0.808,0.816,1.783,1.84
108.8,-0.983,-1.033,0.806,0.811,1.789,1.843
109.6,-0.998,-1.047,0.807,0.808,1.805,1.855
110.4,-1.01,-1.062,0.795,0.79,1.805,1.852
111.2,-1.003,-1.056,0.79,0.786,1.793,1.842
112.0,-0.974,-1.023,0.792,0.8,1.766,1.823
112.8,-0.961,-1.006,0.809,0.825,1.77,1.831
113.6,-0.961,-1.003,0.82,0.839,1.781,1.842
114.4,-0.967,-1.011,0.824,0.84,1.791,1.851
115.2,-0.98,-1.026,0.824,0.834,1.804,1.86
116.0,-0.988,-1.035,0.818,0.826,1.807,1.86
116.8,-0.992,-1.041,0.815,0.819,1.806,1.86
117.6,-0.994,-1.042,0.814,0.819,1.808,1.861
118.4,-1.01,-1.059,0.814,0.813,1.824,1.872
119.2,-1.008,-1.057,0.808,0.806,1.815,1.863
120.0,-0.991,-1.038,0.804,0.81,1.795,1.848
120.8,-0.971,-1.015,0.819,0.835,1.789,1.85
121.6,-0.962,-1.004,0.829,0.851,1.791,1.855
122.4,-0.962,-1.001,0.835,0.859,1.797,1.86
123.2,-0.965,-1.004,0.839,0.862,1.804,1.866
124.0,-0.969,-1.009,0.839,0.861,1.808,1.87
124.8,-0.976,-1.017,0.84,0.859,1.816,1.876
125.6,-0.983,-1.027,0.838,0.852,1.821,1.879
126.4,-1.002,-1.048,0.839,0.845,1.841,1.893
127.2,-1.009,-1.056,0.824,0.827,1.833,1.882
128.0,-0.999,-1.045,0.821,0.827,1.82,1.872
128.8,-0.97,-1.011,0.827,0.847,1.797,1.858
129.6,-0.961,-0.996,0.842,0.87,1.803,1.866
130.4,-0.961,-0.995,0.851,0.881,1.812,1.875
131.2,-0.969,-1.003,0.855,0.881,1.824,1.884
132.0,-0.982,-1.019,0.852,0.872,1.834,1.891
132.8,-0.99,-1.029,0.847,0.863,1.837,1.891
133.6,-0.992,-1.032,0.843,0.857,1.835,1.889
134.4,-0.995,-1.036,0.844,0.856,1.839,1.893
135.2,-1.009,-1.052,0.84,0.846,1.849,1.898
136.0,-1.005,-1.049,0.835,0.842,1.84,1.891
136.8,-0.984,-1.023,0.832,0.85,1.816,1.873
137.6,-0.969,-1.003,0.848,0.876,1.817,1.878
138.4,-0.962,-0.995,0.858,0.89,1.821,1.885
139.2,-0.962,-0.993,0.862,0.896,1.825,1.889
140.0,-0.965,-0.996,0.866,0.898,1.831,1.894
140.8,-0.97,-1.0,0.866,0.897,1.836,1.897
141.6,-0.978,-1.01,0.866,0.893,1.844,1.903
142.4,-0.984,-1.019,0.863,0.887,1.847,1.906
143.2,-1.005,-1.043,0.864,0.878,1.869,1.921
144.0,-1.008,-1.049,0.849,0.859,1.857,1.908
144.8,-0.997,-1.034,0.843,0.859,1.84,1.893
145.6,-0.879,-0.923,0.828,0.851,1.707,1.774
146.4,-0.826,-0.857,0.876,0.889,1.703,1.746
147.2,-0.871,-0.87,0.935,0.938,1.806,1.808
148.0,-0.939,-0.93,0.915,0.908,1.854,1.838
148.8,-0.973,-0.968,0.894,0.88,1.867,1.848
149.6,-0.987,-0.982,0.891,0.878,1.878,1.86
150.4,-0.968,-0.97,0.866,0.858,1.834,1.828
151.2,-0.963,-0.961,0.88,0.872,1.843,1.833
152.0,-0.942,-0.937,0.879,0.873,1.82,1.81
152.8,-0.962,-0.958,0.894,0.883,1.856,1.841
153.6,-0.966,-0.967,0.889,0.876,1.855,1.843
154.4,-0.954,-0.952,0.878,0.861,1.832,1.813
155.2,-0.975,-0.964,0.897,0.879,1.872,1.843
156.0,-0.975,-0.967,0.892,0.881,1.867,1.847
156.8,-0.976,-0.967,0.879,0.869,1.855,1.837
157.6,-0.988,-0.971,0.898,0.888,1.886,1.86
158.4,-0.972,-0.97,0.886,0.868,1.858,1.838
159.2,-0.972,-0.967,0.888,0.87,1.86,1.837
160.0,-0.957,-0.95,0.888,0.876,1.845,1.827
160.8,-0.993,-0.977,0.899,0.894,1.892,1.871
161.6,-0.97,-0.966,0.883,0.87,1.853,1.836
162.4,-0.97,-0.959,0.895,0.881,1.866,1.84
163.2,-0.953,-0.956,0.896,0.881,1.849,1.837
164.0,-0.929,-0.936,0.89,0.879,1.819,1.815
164.8,-0.921,-0.924,0.905,0.898,1.826,1.822
165.6,-0.968,-0.946,0.923,0.919,1.89,1.865
166.4,-0.992,-0.97,0.913,0.905,1.906,1.875
167.2,-0.968,-0.961,0.902,0.891,1.87,1.852
168.0,-0.96,-0.953,0.901,0.894,1.861,1.847
168.8,-0.986,-0.97,0.91,0.907,1.896,1.877
169.6,-1.003,-0.985,0.915,0.909,1.918,1.895
170.4,-0.969,-0.973,0.891,0.878,1.86,1.851
171.2,-0.917,-0.937,0.896,0.888,1.813,1.825
172.0,-0.909,-0.928,0.912,0.909,1.82,1.838
172.8,-0.931,-0.933,0.931,0.927,1.863,1.86
173.6,-0.916,-0.918,0.917,0.91,1.833,1.828
174.4,-0.942,-0.929,0.925,0.921,1.867,1.849
175.2,-0.959,-0.942,0.935,0.932,1.894,1.874
176.0,-0.963,-0.948,0.925,0.912,1.888,1.86
176.8,-0.962,-0.948,0.92,0.911,1.882,1.859
177.6,-0.961,-0.948,0.914,0.906,1.875,1.854
178.4,-0.904,-0.901,0.904,0.909,1.808,1.81
179.2,-0.719,-0.705,0.759,0.772,1.479,1.477
180.0,-0.372,-0.361,0.403,0.414,0.775,0.775
180.8,-0.055,-0.051,0.047,0.049,0.103,0.099
181.6,-0.02,-0.022,0.001,0.001,0.021,0.023
182.4,-0.019,-0.022,0.001,0.001,0.021,0.023
183.2,-0.019,-0.022,0.001,0.001,0.02,0.023
184.0,-0.019,-0.021,0.001,0.002,0.021,0.023
184.8,-0.02,-0.021,0.001,0.002,0.021,0.023
185.6,-0.02,-0.022,0.001,0.002,0.021,0.023
186.4,-0.019,-0.022,0.001,0.001,0.02,0.023
187.2,-0.019,-0.022,0.001,0.001,0.021,0.023
188.0,-0.02,-0.022,0.001,0.001,0.021,0.023
188.8,-0.02,-0.022,0.001,0.001,0.021,0.024
189.6,-0.02,-0.022,0.001,0.001,0.021,0.023
190.4,-0.019,-0.021,0.001,0.002,0.02,0.023
191.2,-0.02,-0.021,0.001,0.002,0.021,0.023
192.0,-0.02,-0.021,0.001,0.002,0.021,0.023
192.8,-0.02,-0.021,0.001,0.002,0.021,0.023
193.6,-0.02,-0.021,0.001,0.002,0.021,0.023
194.4,-0.02,-0.021,0.001,0.001,0.021,0.023
195.2,-0.02,-0.022,0.001,0.001,0.021,0.023
196.0,-0.02,-0.022,0.001,0.001,0.021,0.023
196.8,-0.02,-0.022,0.001,0.001,0.021,0.023
197.6,-0.02,-0.022,0.001,0.001,0.021,0.023
198.4,-0.019,-0.022,0.001,0.001,0.021,0.023
199.2,-0.017,-0.02,0.001,0.001,0.018,0.021
