gamma,gamma_over_gc,alpha_s_bz0_0,max_abs_diff
14.9,0.9847590004310557,0.385352148268151,3.608224830031759e-15
16.6,1.0971140541715119,0.9917402147396438,1.1879386363489175e-14
18.2,1.2028599871037056,0.9935040865244295,5.329070518200751e-15
