# gamma alpha_s  (ascending sweep, Nr=64, dt=0.0015, 80 T hold; study_thresholds.py)
10.00	0.0977
10.25	0.1041
10.50	0.1109
10.75	0.1180
11.00	0.1256
11.25	0.1337
11.50	0.1423
11.75	0.1515
12.00	0.1614
12.25	0.1719
12.50	0.1833
12.75	0.1957
13.00	0.2092
13.25	0.2240
13.50	0.2405
13.75	0.2589
14.00	0.2798
14.25	0.3042
14.50	0.3334
14.75	0.3705
15.00	0.4228
15.25	0.5226
15.50	0.9901
15.75	0.9908
16.00	0.9912
